Name of Initiative,Organization Name,Notes,Location 1,Street Address,City,State,State Based,Episodes,Facebook,Twitter,Youtube,Website
BPCI Initiative: Model 2,The Miriam Hospital,"Number of Episodes: 48  //  Convening Organization(s): Remedy Partners, Inc ","164 Summit Ave.
Providence, RI
(41.85156384878828, -71.39771503011028)",164 Summit Ave.,Providence,RI,,"Urinary tract infection, Transient ischemia, Syncope & collapse, Stroke, Spinal fusion (non-cervical), Simple pneumonia and respiratory infections, Sepsis, Revision of the hip or knee, Renal failure, Removal of orthopedic devices, Red blood cell disorders, Percutaneous coronary intervention, Pacemaker device replacement or revision, Pacemaker, Other vascular surgery, Other respiratory, Other knee procedures, Nutritional and metabolic disorders, Medical peripheral vascular disorders, Medical non-infectious orthopedic, Major joint upper extremity, Major joint replacement of the lower extremity, Major cardiovascular procedure, Major bowel, Lower extremity and humerus procedure except hip, foot, femur, Hip & femur procedures except major joint, Gastrointestinal obstruction, Gastrointestinal hemorrhage, Fractures femur and hip/pelvis, Esophagitis, gastroenteritis and other digestive disorders, Double joint replacement of the lower extremity, Diabetes, COPD, bronchitis/asthma, Congestive heart failure, Complex non-cervical spinal fusion, Combined anterior posterior spinal fusion, Chest pain, Cervical spinal fusion, Cellulitis, Cardiac Valve, Cardiac defibrillator, Cardiac arrhythmia, CABG, Back & neck except spinal fusion, Atherosclerosis, Amputation, AICD generator or lead, Acute myocardial infarction",,,,
BPCI Initiative: Model 2,Saint Joseph Regional Medical Center-Mishawaka Campus,"Number of Episodes: 2  //  Convening Organization(s): Premier, Inc.","5215 Holy Cross Pkwy.
Mishawaka, IN
(41.70767796962473, -86.17092323971488)",5215 Holy Cross Pkwy.,Mishawaka,IN,,"Percutaneous coronary intervention, Major bowel",,,,
BPCI Initiative: Model 2,"Good Samaritan Medical Center, A Steward Family Hospital, Inc.","Number of Episodes: 48  //  Convening Organization(s): Remedy Partners, Inc ","235 North Pearl St.
Brockton, MA
(42.097805040736404, -71.06579990817511)",235 North Pearl St.,Brockton,MA,,"Urinary tract infection, Transient ischemia, Syncope & collapse, Stroke, Spinal fusion (non-cervical), Simple pneumonia and respiratory infections, Sepsis, Revision of the hip or knee, Renal failure, Removal of orthopedic devices, Red blood cell disorders, Percutaneous coronary intervention, Pacemaker device replacement or revision, Pacemaker, Other vascular surgery, Other respiratory, Other knee procedures, Nutritional and metabolic disorders, Medical peripheral vascular disorders, Medical non-infectious orthopedic, Major joint upper extremity, Major joint replacement of the lower extremity, Major cardiovascular procedure, Major bowel, Lower extremity and humerus procedure except hip, foot, femur, Hip & femur procedures except major joint, Gastrointestinal obstruction, Gastrointestinal hemorrhage, Fractures femur and hip/pelvis, Esophagitis, gastroenteritis and other digestive disorders, Double joint replacement of the lower extremity, Diabetes, COPD, bronchitis/asthma, Congestive heart failure, Complex non-cervical spinal fusion, Combined anterior posterior spinal fusion, Chest pain, Cervical spinal fusion, Cellulitis, Cardiac Valve, Cardiac defibrillator, Cardiac arrhythmia, CABG, Back & neck except spinal fusion, Atherosclerosis, Amputation, AICD generator or lead, Acute myocardial infarction",,,,
BPCI Initiative: Model 2,Saint Bernardine Medical Center,Number of Episodes: 10  ,"2101 North Waterman Ave.
San Bernardino, CA
(34.13431873955875, -117.27873070659325)",2101 North Waterman Ave.,San Bernardino,CA,,"Revision of the hip or knee, Percutaneous coronary intervention, Pacemaker device replacement or revision, Pacemaker, Other knee procedures, Major joint replacement of the lower extremity, Double joint replacement of the lower extremity, Cardiac Valve, Cardiac defibrillator, CABG",,,,
BPCI Initiative: Model 2,Baystate Medical Center,"Number of Episodes: 2  //  Convening Organization(s): Premier, Inc.","759 Chestnut St.
Springfield, MA
(42.11985769194837, -72.60479198925196)",759 Chestnut St.,Springfield,MA,,"Major joint replacement of the lower extremity, CABG",,,,
BPCI Initiative: Model 2,Wentworth-Douglass Hospital,"Number of Episodes: 5  //  Convening Organization(s): Estes Park Institute, at Horty, Springer & Mattern","789 Central Ave.
Dover, NH
(43.21231721101886, -70.87489678897882)",789 Central Ave.,Dover,NH,,"Stroke, Major joint upper extremity, Major joint replacement of the lower extremity, COPD, bronchitis/asthma, Congestive heart failure",,,,
BPCI Initiative: Model 2,Westlake Hospital,Number of Episodes: 37  //  Convening Organization(s): Vanguard Health Chicago,"1225 W Lake St.
Melrose Park, IL
(41.89167989544793, -87.84829693973549)",1225 W Lake St.,Melrose Park,IL,,"Urinary tract infection, Stroke, Spinal fusion (non-cervical), Simple pneumonia and respiratory infections, Sepsis, Revision of the hip or knee, Renal failure, Removal of orthopedic devices, Percutaneous coronary intervention, Pacemaker device replacement or revision, Pacemaker, Other vascular surgery, Other respiratory, Other knee procedures, Nutritional and metabolic disorders, Medical non-infectious orthopedic, Major joint upper extremity, Major joint replacement of the lower extremity, Major cardiovascular procedure, Major bowel, Lower extremity and humerus procedure except hip, foot, femur, Hip & femur procedures except major joint, Fractures femur and hip/pelvis, Double joint replacement of the lower extremity, Diabetes, COPD, bronchitis/asthma, Congestive heart failure, Complex non-cervical spinal fusion, Combined anterior posterior spinal fusion, Cervical spinal fusion, Cardiac Valve, Cardiac defibrillator, Cardiac arrhythmia, CABG, Back & neck except spinal fusion, Amputation, AICD generator or lead",,,,
BPCI Initiative: Model 2,Hillcrest Medical Center,"Number of Episodes: 20  //  Convening Organization(s): NaviHealth, Inc.","1120 S. Utica Ave.
Tulsa, OK
(36.14755902079031, -95.9671908087812)",1120 S. Utica Ave.,Tulsa,OK,,"Urinary tract infection, Spinal fusion (non-cervical), Revision of the hip or knee, Removal of orthopedic devices, Other vascular surgery, Other knee procedures, Medical non-infectious orthopedic, Major joint upper extremity, Major joint replacement of the lower extremity, Lower extremity and humerus procedure except hip, foot, femur, Hip & femur procedures except major joint, Gastrointestinal hemorrhage, Fractures femur and hip/pelvis, Double joint replacement of the lower extremity, Complex non-cervical spinal fusion, Combined anterior posterior spinal fusion, Cervical spinal fusion, Cardiac arrhythmia, Back & neck except spinal fusion, Amputation",,,,
BPCI Initiative: Model 2,Baptist Hospital,"Number of Episodes: 13  //  Convening Organization(s): NaviHealth, Inc.","2000 Church St.
Nashville, TN
(36.1532427360155, -86.8012647132744)",2000 Church St.,Nashville,TN,,"Spinal fusion (non-cervical), Simple pneumonia and respiratory infections, Sepsis, Revision of the hip or knee, Major joint upper extremity, Major joint replacement of the lower extremity, Hip & femur procedures except major joint, Double joint replacement of the lower extremity, COPD, bronchitis/asthma, Congestive heart failure, Complex non-cervical spinal fusion, Combined anterior posterior spinal fusion, Acute myocardial infarction",,,,
BPCI Initiative: Model 2,Morristown Medical Center,Number of Episodes: 2  //  Convening Organization(s): Association of American Medical Colleges and Atlantic Health System,"100 Madison Ave.
Morristown, NJ
(40.788085076922336, -74.46557671859901)",100 Madison Ave.,Morristown,NJ,,"Major joint replacement of the lower extremity, CABG",,,,
BPCI Initiative: Model 2,Mount Sinai Hospital ,Number of Episodes: 2  //  Convening Organization(s): Association of American Medical Colleges,"1501 S. California Ave .
Chicago, IL
(41.86121831369863, -87.69567456034284)",1501 S. California Ave .,Chicago,IL,,"COPD, bronchitis/asthma, Congestive heart failure",,,,
BPCI Initiative: Model 2,St. Luke's Medical Center,Number of Episodes: 1  //  Convening Organization(s): Health Choice Preferred Accountable Care LLC,"1800 E. Van Buren St.
Phoenix, AZ
(33.451473379390336, -112.04330718834541)",1800 E. Van Buren St.,Phoenix,AZ,,Major joint replacement of the lower extremity,,,,
BPCI Initiative: Model 2,Presence Resurrection Medical Center,Number of Episodes: 1  //  Convening Organization(s): Presence Health Network,"7435 West Talcott Ave.
Chicago, IL
(41.988766899018536, -87.81321899682541)",7435 West Talcott Ave.,Chicago,IL,,Major joint replacement of the lower extremity,,,,
BPCI Initiative: Model 2,Saint Francis Hospital ,Number of Episodes: 1  //  Convening Organization(s): Saint Francis Health System,"6161 South Yale Ave.
Tulsa, OK
(36.07428539336948, -95.92203287390797)",6161 South Yale Ave.,Tulsa,OK,,Congestive heart failure,,,,
BPCI Initiative: Model 2,"Jordan Hospital, Inc.",Number of Episodes: 1  ,"275 Sandwich St.
Plymouth, MA
(41.944696740301595, -70.64544807723632)",275 Sandwich St.,Plymouth,MA,,Major joint replacement of the lower extremity,,,,
BPCI Initiative: Model 2,The Rutland Hospital,Number of Episodes: 1  ,"160 Allen St.
Rutland, VT
(43.59924243014689, -72.95581536372833)",160 Allen St.,Rutland,VT,,Congestive Heart Failure,,,,
BPCI Initiative: Model 2,"St. Elizabeth's Medical Center of Boston, A Steward Family Hospital, Inc.","Number of Episodes: 48  //  Convening Organization(s): Remedy Partners, Inc ","736 Cambridge St.
Boston, MA
(42.349656455743144, -71.14822103232248)",736 Cambridge St.,Boston,MA,,"Urinary tract infection, Transient ischemia, Syncope & collapse, Stroke, Spinal fusion (non-cervical), Simple pneumonia and respiratory infections, Sepsis, Revision of the hip or knee, Renal failure, Removal of orthopedic devices, Red blood cell disorders, Percutaneous coronary intervention, Pacemaker device replacement or revision, Pacemaker, Other vascular surgery, Other respiratory, Other knee procedures, Nutritional and metabolic disorders, Medical peripheral vascular disorders, Medical non-infectious orthopedic, Major joint upper extremity, Major joint replacement of the lower extremity, Major cardiovascular procedure, Major bowel, Lower extremity and humerus procedure except hip, foot, femur, Hip & femur procedures except major joint, Gastrointestinal obstruction, Gastrointestinal hemorrhage, Fractures femur and hip/pelvis, Esophagitis, gastroenteritis and other digestive disorders, Double joint replacement of the lower extremity, Diabetes, COPD, bronchitis/asthma, Congestive heart failure, Complex non-cervical spinal fusion, Combined anterior posterior spinal fusion, Chest pain, Cervical spinal fusion, Cellulitis, Cardiac Valve, Cardiac defibrillator, Cardiac arrhythmia, CABG, Back & neck except spinal fusion, Atherosclerosis, Amputation, AICD generator or lead, Acute myocardial infarction",,,,
BPCI Initiative: Model 2,Penrose-St. Francis Health Services,Number of Episodes: 2  //  Convening Organization(s): Catholic Health Initiatives,"2222 North Nevada Ave.
Colorado Springs, CO
(38.86554401706252, -104.82016183131185)",2222 North Nevada Ave.,Colorado Springs,CO,,"Congestive heart failure, CABG",,,,
BPCI Initiative: Model 2,Holy Name Hospital,"Number of Episodes: 48  //  Convening Organization(s): Remedy Partners, Inc ","718 Teaneck Rd.
Teaneck, NJ
(40.882183735564865, -74.00877756851395)",718 Teaneck Rd.,Teaneck,NJ,,"Urinary tract infection, Transient ischemia, Syncope & collapse, Stroke, Spinal fusion (non-cervical), Simple pneumonia and respiratory infections, Sepsis, Revision of the hip or knee, Renal failure, Removal of orthopedic devices, Red blood cell disorders, Percutaneous coronary intervention, Pacemaker device replacement or revision, Pacemaker, Other vascular surgery, Other respiratory, Other knee procedures, Nutritional and metabolic disorders, Medical peripheral vascular disorders, Medical non-infectious orthopedic, Major joint upper extremity, Major joint replacement of the lower extremity, Major cardiovascular procedure, Major bowel, Lower extremity and humerus procedure except hip, foot, femur, Hip & femur procedures except major joint, Gastrointestinal obstruction, Gastrointestinal hemorrhage, Fractures femur and hip/pelvis, Esophagitis, gastroenteritis and other digestive disorders, Double joint replacement of the lower extremity, Diabetes, COPD, bronchitis/asthma, Congestive heart failure, Complex non-cervical spinal fusion, Combined anterior posterior spinal fusion, Chest pain, Cervical spinal fusion, Cellulitis, Cardiac Valve, Cardiac defibrillator, Cardiac arrhythmia, CABG, Back & neck except spinal fusion, Atherosclerosis, Amputation, AICD generator or lead, Acute myocardial infarction",,,,
BPCI Initiative: Model 2,MacNeal Hospital,Number of Episodes: 37  //  Convening Organization(s): Vanguard Health Chicago,"3249 S. Oak Park Ave.
Berwyn, IL
(41.83265836117349, -87.79272748125179)",3249 S. Oak Park Ave.,Berwyn,IL,,"Urinary tract infection, Stroke, Spinal fusion (non-cervical), Simple pneumonia and respiratory infections, Sepsis, Revision of the hip or knee, Renal failure, Removal of orthopedic devices, Percutaneous coronary intervention, Pacemaker device replacement or revision, Pacemaker, Other vascular surgery, Other respiratory, Other knee procedures, Nutritional and metabolic disorders, Medical non-infectious orthopedic, Major joint upper extremity, Major joint replacement of the lower extremity, Major cardiovascular procedure, Major bowel, Lower extremity and humerus procedure except hip, foot, femur, Hip & femur procedures except major joint, Fractures femur and hip/pelvis, Double joint replacement of the lower extremity, Diabetes, COPD, bronchitis/asthma, Congestive heart failure, Complex non-cervical spinal fusion, Combined anterior posterior spinal fusion, Cervical spinal fusion, Cardiac Valve, Cardiac defibrillator, Cardiac arrhythmia, CABG, Back & neck except spinal fusion, Amputation, AICD generator or lead",,,,
BPCI Initiative: Model 2,Winthrop-University Hospital,Number of Episodes: 1  ,"259 First St.
Mineola, NY
(40.741758161637755, -73.64284301715915)",259 First St.,Mineola,NY,,Major joint replacement of the lower extremity,,,,
BPCI Initiative: Model 2,First Health Moore Regional Hospital ,Number of Episodes: 4  ,"155 Memorial Dr.
Pinehurst, NC
(35.20653508746246, -79.45804079986817)",155 Memorial Dr. ,Pinehurst ,NC,,"Major joint replacement of the lower extremity, Double joint replacement of the lower extremity, Cardiac Valve, CABG",,,,
BPCI Initiative: Model 2,Stamford Hospital,"Number of Episodes: 48  //  Convening Organization(s): Remedy Partners, Inc ","30 Shelburne Rd.
Stamford, CT
(41.054853565190456, -73.55381954711135)",30 Shelburne Rd.,Stamford,CT,,"Urinary tract infection, Transient ischemia, Syncope & collapse, Stroke, Spinal fusion (non-cervical), Simple pneumonia and respiratory infections, Sepsis, Revision of the hip or knee, Renal failure, Removal of orthopedic devices, Red blood cell disorders, Percutaneous coronary intervention, Pacemaker device replacement or revision, Pacemaker, Other vascular surgery, Other respiratory, Other knee procedures, Nutritional and metabolic disorders, Medical peripheral vascular disorders, Medical non-infectious orthopedic, Major joint upper extremity, Major joint replacement of the lower extremity, Major cardiovascular procedure, Major bowel, Lower extremity and humerus procedure except hip, foot, femur, Hip & femur procedures except major joint, Gastrointestinal obstruction, Gastrointestinal hemorrhage, Fractures femur and hip/pelvis, Esophagitis, gastroenteritis and other digestive disorders, Double joint replacement of the lower extremity, Diabetes, COPD, bronchitis/asthma, Congestive heart failure, Complex non-cervical spinal fusion, Combined anterior posterior spinal fusion, Chest pain, Cervical spinal fusion, Cellulitis, Cardiac Valve, Cardiac defibrillator, Cardiac arrhythmia, CABG, Back & neck except spinal fusion, Atherosclerosis, Amputation, AICD generator or lead, Acute myocardial infarction",,,,
BPCI Initiative: Model 2,West Suburban Medical Center,Number of Episodes: 37  //  Convening Organization(s): Vanguard Health Chicago,"3 Erie Ct.
Oak Park, IL
(41.89154282436424, -87.7761908547664)",3 Erie Ct.,Oak Park,IL,,"Urinary tract infection, Stroke, Spinal fusion (non-cervical), Simple pneumonia and respiratory infections, Sepsis, Revision of the hip or knee, Renal failure, Removal of orthopedic devices, Percutaneous coronary intervention, Pacemaker device replacement or revision, Pacemaker, Other vascular surgery, Other respiratory, Other knee procedures, Nutritional and metabolic disorders, Medical non-infectious orthopedic, Major joint upper extremity, Major joint replacement of the lower extremity, Major cardiovascular procedure, Major bowel, Lower extremity and humerus procedure except hip, foot, femur, Hip & femur procedures except major joint, Fractures femur and hip/pelvis, Double joint replacement of the lower extremity, Diabetes, COPD, bronchitis/asthma, Congestive heart failure, Complex non-cervical spinal fusion, Combined anterior posterior spinal fusion, Cervical spinal fusion, Cardiac Valve, Cardiac defibrillator, Cardiac arrhythmia, CABG, Back & neck except spinal fusion, Amputation, AICD generator or lead",,,,
